-65.97072,6.82369,109.37626,22.25990,49.02672,-60.95597,-60.95597,13.69984,-0.46329,22.25990,106.26448,25.90417,-18.53445,29.17569,29.17569,22.25990,902.00000,2000.00000,101.00000
-65.97235,7.02387,109.58740,22.25990,49.17430,-60.94257,-60.94257,13.67332,-0.46309,44.51980,106.48162,25.90489,-18.53411,29.17527,29.17527,44.51980,902.00000,2000.00000,101.00000
-65.97398,7.22405,109.79731,22.25990,49.32128,-60.92844,-60.92844,13.64708,-0.46289,66.77969,106.69745,25.90565,-18.53376,29.17485,29.17485,66.77969,902.00000,2000.00000,101.00000
-65.97561,7.42424,110.00597,22.25990,49.46766,-60.91357,-60.91357,13.62111,-0.46268,89.03959,106.91198,25.90643,-18.53340,29.17440,29.17440,89.03959,902.00000,2000.00000,101.00000
-65.97724,7.62442,110.21339,22.25990,49.61345,-60.89795,-60.89795,13.59541,-0.46246,111.29948,107.12519,25.90722,-18.53303,29.17395,29.17395,111.29948,902.00000,2000.00000,101.00000
-65.99219,7.82260,110.42089,22.03680,46.84405,-56.44940,-56.44940,5.91682,-8.12268,133.33628,109.83264,11.38269,-24.99053,37.02988,37.02988,133.33628,902.00000,2000.00000,101.00000
-66.03485,8.01664,110.62987,22.24231,42.89918,-50.51033,-50.51033,2.36763,-16.40765,155.57859,110.53543,-4.57025,-31.48722,44.77298,44.77298,155.57859,902.00000,2000.00000,101.00000
-66.09193,8.20852,110.83895,22.24146,43.05151,-50.50456,-50.50456,2.34771,-16.40014,177.82005,110.74592,-4.54038,-31.47562,44.75934,44.75934,177.82005,902.00000,2000.00000,101.00000
-66.14900,8.40040,111.04668,22.24059,43.20351,-50.49845,-50.49845,2.32750,-16.39246,200.06064,110.95507,-4.50976,-31.46370,44.74539,44.74539,200.06064,902.00000,2000.00000,101.00000
-66.20607,8.59228,111.25305,22.23971,43.35518,-50.49202,-50.49202,2.30700,-16.38461,222.30034,111.16288,-4.47837,-31.45147,44.73112,44.73112,222.30034,902.00000,2000.00000,101.00000
-66.26315,8.78416,111.45806,22.23880,43.50650,-50.48524,-50.48524,2.28622,-16.37658,244.53914,111.36934,-4.44622,-31.43892,44.71653,44.71653,244.53914,902.00000,2000.00000,101.00000
-66.32022,8.97604,111.66171,22.23787,43.65749,-50.47813,-50.47813,2.26514,-16.36837,266.77702,111.57446,-4.41330,-31.42605,44.70162,44.70162,266.77702,902.00000,2000.00000,101.00000
-66.37729,9.16792,111.86400,22.23693,43.80813,-50.47068,-50.47068,2.24377,-16.35999,289.01395,111.77823,-4.37961,-31.41286,44.68640,44.68640,289.01395,902.00000,2000.00000,101.00000
-66.43437,9.35980,112.06491,22.23597,43.95843,-50.46289,-50.46289,2.22212,-16.35144,311.24992,111.98064,-4.34515,-31.39934,44.67085,44.67085,311.24992,902.00000,2000.00000,101.00000
-66.49144,9.55168,112.26446,22.23498,44.10837,-50.45478,-50.45478,2.20017,-16.34271,333.48490,112.18170,-4.30993,-31.38551,44.65499,44.65499,333.48490,902.00000,2000.00000,101.00000
-66.54851,9.74356,112.46264,22.23398,44.25798,-50.44633,-50.44633,2.17794,-16.33381,355.71888,112.38140,-4.27392,-31.37134,44.63881,44.63881,355.71888,902.00000,2000.00000,101.00000
-66.60559,9.93544,112.65945,22.23296,44.40722,-50.43753,-50.43753,2.15541,-16.32474,377.95184,112.57974,-4.23714,-31.35684,44.62232,44.62232,377.95184,902.00000,2000.00000,101.00000
-66.66266,10.12732,112.85487,22.23192,44.55612,-50.42841,-50.42841,2.13260,-16.31549,400.18376,112.77671,-4.19958,-31.34201,44.60551,44.60551,400.18376,902.00000,2000.00000,101.00000
-66.71455,10.32058,113.04901,22.23785,46.29676,-52.70328,-52.70328,0.91510,-13.27887,422.42161,113.03459,1.80549,-28.92593,41.86289,41.86289,422.42161,902.00000,2000.00000,101.00000
-66.76083,10.51533,113.24185,22.24044,46.56614,-52.86921,-52.86921,1.17575,-13.02481,444.66206,113.21801,2.32364,-28.71326,41.62112,41.62112,400.18117,902.00000,2000.00000,101.00000
-66.80670,10.71020,113.43331,22.23972,46.71122,-52.85526,-52.85526,1.19022,-13.01672,466.90178,113.40883,2.35620,-28.69986,41.60593,41.60593,377.94144,902.00000,2000.00000,101.00000
